IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP487;CR_PRICE_1_USD
Эмаль по рж. антикоррозийная, млт. огненно-медная (0.8 кг.) КВИЛ;Эмаль по рж. антикоррозийная, млт. огненно-медная (0.8 кг.) КВИЛ;"Изготовлена на основе модифицированного алкидного лака, светостой-
ких пигментов с добавлением сиккатива, органических растворителей и
функциональных добавок.
<p>НАЗНАЧЕНИЕ. Для одновременного преобразования ржавчины, антикоррозионного
грунтования и финишной окраски чистых и прокорродировавших ме-
таллических поверхностей с толщиной прочно связанной с металлом
ржавчины до 100 мкм, требующих хороших декоративных свойств и дли-
тельного срока службы в атмосферных условиях и внутри помещений.
<p>ОБЪЕКТЫ ПРИМЕНЕНИЯ. Промышленное оборудование, двери, ворота, ограждения, корпуса видео-
и аудиоаппаратуры (кинопроекторы, телескопы), банковская техника,
изделия художественной ковки, металлическая мебель (стеллажи, шка-
фы, сейфы и др.).
<p>СВОЙСТВА. Быстро высыхает. Образует рисунчатое (молотковое) покрытие, маски-
рующее мелкие дефекты поверхности. Своеобразный фактурный рису-
нок подчеркивает красоту изделий ручной работы. Покрытие обладает
высокой атмосферостойкостью, повышенной влаго- и противокоррози-
онной стойкостью. Применение эмали значительно упрощает подготовку
поверхности перед окрашиванием и удешевляет технологию создания
антикоррозионного покрытия, т.к. не требует пр";;21.18
Заглушка 25 мм., осн. □100 мм., пирамида внутрення, ПНД;Заглушка 25 мм., осн. □100 мм., пирамида внутрення, ПНД;;;1.86
Заглушка 25 мм., осн. Ø102 мм., ПНД;Заглушка 25 мм., осн. Ø102 мм., ПНД;;;2.79
Побег винограда №3 МР Ø6 мм., 175 мм., заготовка;Побег винограда №3 МР Ø6 мм., 175 мм., заготовка;;;2.04
Квадрат □12 мм., 3000 мм., прокатанный фактура капля;Квадрат □12 мм., 3000 мм., прокатанный фактура капля;;;24.58
Вывеска круглая 670*590 мм.;Вывеска круглая 670*590 мм.;;;201.24
Крючок 110*70*40 мм., «Лягушка», патинированный;Крючок 110*70*40 мм., «Лягушка», патинированный;;;21.42
Подпятник 80*80 мм., отв. Ø43 мм., ≠2 мм., штамп.;Подпятник 80*80 мм., отв. Ø43 мм., ≠2 мм., штамп.;;;2.35
Пика 82 мм., осн. □15 мм., горячештамп.;Пика 82 мм., осн. □15 мм., горячештамп.;;;1.05
Пика 125 мм., осн. 20 мм., горячештамп.;Пика 125 мм., осн. 20 мм., горячештамп.;;;1.73
Балясина 860*195 мм., труба 15*15 мм.;Балясина 860*195 мм., труба 15*15 мм.;;;13.5
Лоза Ø10 мм., 1500 мм.;Лоза Ø10 мм., 1500 мм.;;;10.22
Подпятник 40*40 мм., отв. □12 мм., ≠1,2 мм., штамп.;Подпятник 40*40 мм., отв. □12 мм., ≠1,2 мм., штамп.;;;0.46
Балясина 880*295 мм., труба 15*15 мм.;Балясина 880*295 мм., труба 15*15 мм.;;;6.5
Балясина 860*250 мм., труба 15*15 мм.;Балясина 860*250 мм., труба 15*15 мм.;;;19.66
Заглушка 25 мм., осн. □25*50 мм., ПНД;Заглушка 25 мм., осн. □25*50 мм., ПНД;;;0.4
Балясина 860*240 мм., труба 15*15 мм.;Балясина 860*240 мм., труба 15*15 мм.;;;14.74
Кольцо декор. Ø350 мм., □15 мм.;Кольцо декор. Ø350 мм., □15 мм.;;;4.77
Вензель 149*102 мм., 15 мм.;Вензель 149*102 мм., 15 мм.;;;1.8
Балясина 860*205 мм., труба 15*15 мм.;Балясина 860*205 мм., труба 15*15 мм.;;;15.33
Балясина 860*380 мм., труба 15*15 мм.;Балясина 860*380 мм., труба 15*15 мм.;;;30.43
Балясина 860*330 мм., труба 15*15 мм.;Балясина 860*330 мм., труба 15*15 мм.;;;16.53
Волюта 400*120*120 мм., □15 мм.;Волюта 400*120*120 мм., □15 мм.;;;3.16
Вензель 240*155 мм., □15 мм.;Вензель 240*155 мм., □15 мм.;;;3.07
Урна «Бульвар» 490*430*720 мм., 25 л.;Урна «Бульвар» 490*430*720 мм., 25 л.;;;116.47
Панель 660*270 мм., Ø12 мм., декоративная;Панель 660*270 мм., Ø12 мм., декоративная;;;32.82
Панель 970*420 мм., Ø12 мм., декоративная;Панель 970*420 мм., Ø12 мм., декоративная;;;43.96
Цветок Ø60 мм., ≠2 мм., штамп.;Цветок Ø60 мм., ≠2 мм., штамп.;;;1.08
Шар Ø150 мм., ≠1,5 мм., пустотелый;Шар Ø150 мм., ≠1,5 мм., пустотелый;;;14.09
Лист 200*95 мм., ≠1 мм., штамп., (пара);Лист 200*95 мм., ≠1 мм., штамп., (пара);;;6.59
Труба 30*60*2 мм., 3000 мм., прокатанная по ребрам;Труба 30*60*2 мм., 3000 мм., прокатанная по ребрам;;;43.96
Панель 800*490 мм., Ø12 мм., с листьями, дек.;Панель 800*490 мм., Ø12 мм., с листьями, дек.;;;145.36
Эмаль красное золото (0.8 кг.) Церта-Пласт;Эмаль красное золото (0.8 кг.) Церта-Пласт;;;47.68
Ручка дверная 200*60 мм., дуга;Ручка дверная 200*60 мм., дуга;;;7.86
Эмаль «Церта-Пласт» черная (10 кг.);Эмаль «Церта-Пласт» черная (10 кг.);;;157.89
Балясина 900*185 мм., труба 15*15 мм., франц.;Балясина 900*185 мм., труба 15*15 мм., франц.;;;5.94
Балясина 900*200 мм., труба 15*15 мм., франц.;Балясина 900*200 мм., труба 15*15 мм., франц.;;;7.03
Балясина 900*170 мм., труба 15*15 мм., франц.;Балясина 900*170 мм., труба 15*15 мм., франц.;;;5.79
Вензель 450*285*145 мм., □15 мм.;Вензель 450*285*145 мм., □15 мм.;;;5.73
Вензель 570*425 мм., □25 мм.;Вензель 570*425 мм., □25 мм.;;;21.7
Подставка под цветы «Листок» 490*200*390 мм.;Подставка под цветы «Листок» 490*200*390 мм.;;;9.91
Заглушка 25 мм., осн. □20*30 мм., ПНД;Заглушка 25 мм., осн. □20*30 мм., ПНД;;;0.22
Накладка черепашка «КАС» 72*72 мм., ≠1 мм., штамп.( №809);Накладка черепашка «КАС» 72*72 мм., ≠1 мм., штамп. ;;;0.93
Накладка черепашка «Звезда» Ø89*12 мм., ≠1 мм., штамп.;Накладка черепашка «Звезда» Ø89*12 мм., ≠1 мм., штамп.;;;1.11
Эмаль «Церта-Пласт» красное золото (1,0 кг.);Эмаль «Церта-Пласт» красное золото (1,0 кг.);;;28.02
Цветок Ø100 мм., ≠1 мм., штамп.;Цветок Ø100 мм., ≠1 мм., штамп.;;;1.27
Грунт-эмаль по рж. универсал черный (1.9 кг.) КВИЛ;Грунт-эмаль по рж. универсал черный (1.9 кг.) КВИЛ;"Грунт-эмаль представляет собой суспензию антикоррозионных пигментов и
наполнителей в растворе модифицированного алкидного лака с добавлением
органических растворителей и целевых добавок.

<p>Предназначена для одновременного преобразования ржавчины, антикоррозионного
грунтования и финишной окраски чистых и прокорродировавших
металлических поверхностей с толщиной прочно связанной с металлом
ржавчины до 100 мкм. Грунт-эмаль можно использовать в качестве
антикоррозионной грунтовки под финишные атмосферостойкие эмали в
многослойных системах покрытий.

<p>Применяется для окрашивания следующих объектов: строительные конструкции, промышленное оборудование, складские
помещения, ангары, гаражи, трубы, мосты, ворота, двери, навесы, кованая
мебель, декоративные ограждения, решетки и др. изделия.

<p>Быстро высыхает. Образует прочное ровное полуматовое покрытие с высокой
атмосферо- и противокоррозионной стойкостью. Покрытие устойчиво к
действию воды и технических масел. Применение грунт-эмали «Корроед-
Универсал» значительно упрощает подготовку поверхности перед
окрашиванием и удешевляет технологию создания антикоррозионного
покрытия, т.к. не требует предварительного удаления прочно связанной
ржавчины и грунтования. Система покрытия, состоящая из двух слоев грунт-
эмали в условиях умеренно";;33.9
